,Title,Link,Lyrics
10,one step closer,https://www.lyrics.com//lyric/36853999/Linkin+Park/One+Step+Closer,"I cannot take this anymore
I'm saying everything I've said before
All these words they make no sense
I find bliss in ignorance
Less I hear the less you'll say
But you'll find that out anyway
Just like before

Everything you say to me
Takes me one step closer to the edge
And I'm about to break
I need a little room to breathe
'Cause I'm one step closer to the edge
And I'm about to break

I find the answers aren't so clear
Wish I could find a way to disappear
All these thoughts they make no sense
I find bliss in ignorance
Nothing seems to go away
Over and over again
Just like before

Everything you say to me
Takes me one step closer to the edge
And I'm about to break
I need a little room to breathe
'Cause I'm one step closer to the edge
And I'm about to break

Everything you say to me
Takes me one step closer to the edge
And I'm about to break
I need a little room to breathe
'Cause I'm one step closer to the edge
And I'm about to, break

Shut up when I'm talking to you
Shut up, shut up, shut up
Shut up when I'm talking to you
Shut up, shut up, shut up
Shut up, I'm about to break!

Everything you say to me
Takes me one step closer to the edge
And I'm about to break
I need a little room to breathe
'Cause I'm one step closer to the edge
And I'm about to break

Everything you say to me
Takes me one step closer to the edge
And I'm about to break
I need a little room to breathe
'Cause I'm one step closer to the edge
And I'm about to, break"
11,it's going down,https://www.lyrics.com//lyric/36509781/Linkin+Park/It%27s+Going+Down,"I knew I was being threatened
Do you think it's worth holding out'
I mean I've heard some pretty ugly things about those guys
Ugly stories

""Watch them flee.. watch them flee"" *scratches*
""Rap up"" *scratches*
""Watch them flee"" *scratches*
""Hip-Hop hits"" *scratches*
""And you do it like this""

It's going down
The rhythm projects 'round the next sound
Reflects the complex hybrid dialect now
Detect the mesh of many elements compressed down
The melting pot of a super-futureesque style
The combination of a vocal caress
With lungs that gasp for breath
From emotional stress
With special effects
And a distorted collage
Carefully lodged between beats of rhythmic barrage

[Pre-Chorus](2x)
It's going down
The logical progression on a the timeline
The separation narrowed down to a fine line
To blur the edges so they blend together properly
Take you on an audible odyssey
Now it's going down

It's going down
The logical progression on a the timeline
The separation narrowed down to a fine line
To blur the edges so they blend together properly
Take you on an audible odyssey
Now it's going down

[Chorus x2]
""Put put.. put it up"" *scratches*
""I said it goes like this"" *scratches*
""And you do it like this"" *scratches*
It's going down

Once again it is
Composed sentences all together venomous
The four elements of natural force
Projected daily through the sound of the source
Everybody on board with this blend
The sword with the pen
The mightiest is the weapons
Swinging right from the chin
The elevate of mental states
Long gone with the wind
To defend men for shoddy imitation pretends
It's going down
Stalence emulation readily
Trekking through the weaponry
Of the pure pedigree
Cleverly seeing through whatever is ahead of me
Whatever the weather be
We invent the steadily
It's going down to sub-terrestrial high
I rhyme regiment that's calling the shots
Execution of collaborative plots
Ready to bring the separation of style to a stop

It's going down
The logical progression on a the timeline
The separation narrowed down to a fine line
To blur the edges so they blend together properly
Take you on an audible odyssey
Now it's going down

[Chorus x2]

""X-men 'bout to blast of world wide"" *scratches*
Yo it's request only *scratches*
""X-men 'bout to blast of world wide"" *scratches*
It's built from scratch
Album in stores soon
""'Bout to blast off world wide"" *scratches*
""And you do it like this""

It's going down

[Chorus x2]

""Put put.. put it up"" *scratches*
""I said it goes like this"" *scratches*
""And you do it like this"" *scratches*
It's going down

Like this"
12,battle symphony,https://www.lyrics.com//lyric/33783879/Linkin+Park/Battle+Symphony,"I got a long way to go
And a long memory
I've been searching for an answer
Always just out of reach
Blood on the floor
Sirens repeat
I've been searching for the courage
To face my enemies

When they turn down the lights

I hear my battle symphony
All the world in front of me
If my armor breaks
I'll fuse it back together
Battle symphony
Please just don't give up on me
And my eyes are wide awake

For my battle symphony
For my battle symphony

They say that I don't belong
Say that I should retreat
That I'm marching to the rhythm
Of a lonesome defeat
But the sound of your voice
Puts the pain in reverse
No surrender, no illusions
And for better or worse

When they turn down the lights
I hear my battle symphony
All the world in front of me
If my armor breaks
I'll fuse it back together
Battle symphony
Please just don't give up on me
And my eyes are wide awake

If I fall, get knocked down
Pick myself up off the ground
If I fall, get knocked down
Pick myself up off the ground

When they turn down the lights

I hear my battle symphony
All the world in front of me
If my armor breaks
I'll fuse it back together
Battle symphony
Please just don't give up on me
And my eyes are wide awake

For my battle symphony
For my battle symphony"
13,darker than the light that never bleeds [chester forever steve aoki rem,https://www.lyrics.com//lyric/34387347/Linkin+Park/Darker+Than+the+Light+That+Never+Bleeds+%5BChester+Forever+Steve+Aoki+Rem,"Don't you hold your breath 
'Cause I'm not coming down
The battlefields have left me only scars
And floating in the dark
I'm swimming in the sound
Of voices that should never been apart

Darker than the blood (Darker than the blood)
Higher than the sun (Higher than the sun)
This is not the end (This is not the end)
You are not the only one (You are not the only one)

The nights go on
Waiting for a light that never comes
I chase the sun
Waiting for a light that never comes

Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
Waiting for the light that never comes

Waiting for a light that never comes"
14,pushing me away,https://www.lyrics.com//lyric/33349142/Linkin+Park/Pushing+Me+Away,"I've lied to you
The same way that I always do
This is the last smile
That I'll fake for the sake of being with you

Everything falls apart
Even the people who never frown eventually break down
The sacrifice of hiding in a lie
Everything has to end
You'll soon find we're out of time left to watch it all unwind
The sacrifice is never knowing

Why I never walked away
Why I played myself this way
Now I see you're testing me, pushes me away
Why I never walked away
Why I played myself this way
Now I see you're testing me, pushes me away

I've tried, like you
To do everything you wanted to
This is the last time
I'll take the blame for the sake of being with you

Everything falls apart
Even the people who never frown eventually break down
The sacrifice of hiding in a lie
Everything has to end
You'll soon find we're out of time left to watch it all unwind
The sacrifice is never knowing

Why I never walked away
Why I played myself this way
Now I see you're testing me, pushes me away
Why I never walked away
Why I played myself this way
Now I see you're testing me, pushes me away

We're all out of time, this is how we find how it all unwinds
The sacrifice of hiding in a lie
We're all out of time, this is how we find how it all unwinds
The sacrifice is never knowing

Why I never walked away
Why I played myself this way
Now I see you're testing me, pushes me away
Why I never walked away
Why I played myself this way
Now I see you're testing me, pushes me away

Pushes me away"
15,good goodbye,https://www.lyrics.com//lyric/33783881/Linkin+Park/Good+Goodbye,"So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
(Don't you come back no more)

Live from the rhythm, it's
Something wild, venomous
Enemies trying to read me
You're all looking highly illiterate
Blindly forgetting if I'm in the mix
You won't find an equivalent
I've been here killing it
Longer than you've been alive, you idiot
And it makes you so mad
Somebody else could be stepping in front of you
And it makes you so mad that you're not the only one
There's more than one of you
And you can't understand the fact
That it's over and done, hope you had fun
You've got a lot to discuss on the bus
Headed back where you're from

So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
Good goodbye
Good goodbye
Good goodbye

Goodbye, good riddance
A period is after every sentence
Did my time with my cellmate
Maxed out so now we finished
Every day was like a hail date
Every night was like a hailstorm
Took her back to my tinted windows
Showin' out, she in rare form
Wings up, now I'm airborne
King Push, they got a chair for him
Make way for the new queen
The old lineup, where they cheer for 'em
Consequence when you ain't there for him
Were you there for him?
Did you care for him?
You were dead wrong

(Don't you come back no more)
So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
Good goodbye
(Don't you come back no more)
Good goodbye
Good goodbye
(Don't you come back no more)

Yo
Let me say goodbye to my demons
Let me say goodbye to my past life
Let me say goodbye to the darkness
Tell 'em that I'd rather be here in the starlight
Tell 'em that I'd rather be here where they love me
Tell 'em that I'm yours this is our life
And I still keep raising the bar like
Never seen a young black brother in the chart twice
Goodbye to the stereotypes
You can't tell my kings we can't
Mandem we're linking tings in parks
Now I got a tune with Linkin Park
Like goodbye to my old hoe’s
Goodbye to the cold roads
I can't die for my postcode
Young little Mike from the Gold Coast
And now I'm inside with my bro bro's, gang

So say goodbye and hit the road
Pack it up and disappear
You better have some place to go
'Cause you can't come back around here
Good goodbye
Good goodbye
(Don't you come back no more)
Good goodbye
Good goodbye
(Don't you come back no more)"
16,heavy,https://www.lyrics.com//lyric/33783877/Linkin+Park/Heavy,"I don't like my mind right now
Stacking up problems that are so unnecessary
Wish that I could slow things down
I wanna let go but there's comfort in the panic
And I drive myself crazy
Thinking everything's about me
Yeah, I drive myself crazy
'Cause I can't escape the gravity

I'm holding on
Why is everything so heavy?
Holding on
So much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?

(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)

You say that I'm paranoid
But I'm pretty sure the world is out to get me
It's not like I made the choice
To let my mind stay so fucking messy
I know I'm not the center of the universe
But you keep spinning 'round me just the same
I know I'm not the center of the universe
But you keep spinning 'round me just the same

I'm holding on
Why is everything so heavy?
Holding on
So much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?

(Holding, holding)
(Holding, holding)
(Holding, holding)
(Holding, holding)

Holding on (Holding, holding)
Holding on (Holding, holding)

I know I'm not the center of the universe
But you keep spinning 'round me just the same
I know I'm not the center of the universe
But you keep spinning 'round me just the same
And I drive myself crazy
Thinking everything's about me

Holding on
Why is everything so heavy?
Holding on
So much more than I can carry
I keep dragging around what's bringing me down
If I just let go, I'd be set free
Holding on
Why is everything so heavy?
Why is everything so heavy?"
17,invisible,https://www.lyrics.com//lyric/34723415/Linkin+Park/Invisible,"I've got an aching head
Echoes and buzzing noises
I know the words we said
But wish I could've turned our voices down
This is not black and white
Only organize confusion
I'm just trying to get it right
And in spite of all I should've done

I was not mad at you
I was not trying to tear you down
The words that I could've used
I was too scared to say out loud
If I cannot break your fall
I'll pick you up right off the ground
If you felt invisible, I won't let you feel that now

Invisible
Invisible
Invisible
Invisible

You didn't get your way
And it's an empty feeling
You've got a lot to say
And you just want to know you're being heard
But this is not black and white
There are no clear solutions
I'm just trying to get it right
And in spite of all I should've done

I was not mad at you
I was not trying to tear you down
The words that I could've used
I was too scared to say out loud
If I cannot break your fall
I'll pick you up right off the ground
If you felt invisible, I won't let you feel that now

Invisible
Invisible
Invisible
Invisible

This is not black and white
There are no clear solutions
I'm just trying to get it right
And in spite of all I should've done

I was not mad at you
I was not trying to tear you down
The words that I could've used
I was too scared to say out loud
If I cannot break your fall
I'll pick you up right off the ground
If you felt invisible, I won't let you feel that now

Invisible
Invisible
Invisible
Invisible
Invisible
Invisible
Invisible
Invisible"
18,nobody can save me,https://www.lyrics.com//lyric/33783882/Linkin+Park/Nobody+Can+Save+Me,"I’m dancing with my demons
I’m hanging off the edge
Storm clouds gather beneath me
Waves break above my head
At first hallucination
I wanna fall wide awake now
You tell me it’s alright
Tell me I’m forgiven
Tonight
But nobody can save me now
I’m holding up a light
Chasing up the darkness inside
'Cause nobody can save me

Stare into this illusion
For answers yet to come
I chose a false solution
But nobody proved me wrong
At first hallucination
I wanna fall wide awake
Watch the ground giving way now  
You tell me it’s alright
Tell me I’m forgiven
Tonight
But nobody can save me now
I’m holding up a light
I’m chasing up the darkness inside
'Cause nobody can save me

Been searching somewhere out there
For what’s been missing right here
I’ve been searching somewhere out there
For what’s been missing right here

I wanna fall wide awake now
So tell me it’s alright
Tell me I’m forgiven
Tonight
If only I can save me now
I’m holding up a light
Chasing up the darkness inside
And I don’t wanna let you down
But only I can save me 

Been searching somewhere out there
For what’s been missing right here"
19,talking to myself,https://www.lyrics.com//lyric/33783880/Linkin+Park/Talking+to+Myself,"Tell me what I've gotta do
There's no getting through to you
The lights are on but nobody's home (nobody's home)
You say I can't understand
But you're not giving me a chance
When you leave me, where do you go? (Where do you go?)

All the walls that you keep building
All this time that I spent chasing
All the ways that I keep losing you

The truth is, you turn into someone else
You keep running like the sky is falling
I can whisper, I can yell
But I know, yeah I know, yeah I know
I'm just talking to myself
Talking to myself
Talking to myself
But I know, yeah I know, yeah I know
I'm just talking to myself

I admit I made mistakes
But yours might cost you everything
Can't you hear me calling you home?

All the walls that you keep building
All this time that I spent chasing
All the ways that I keep losing you

The truth is, you turn into someone else
You keep running like the sky is falling
I can whisper, I can yell
But I know, yeah I know, yeah I know
I'm just talking to myself
Talking to myself
Talking to myself
But I know, yeah I know, yeah I know
I'm just talking to myself

All the walls that you keep building
All this time that I spent chasing
All the ways that I keep losing you

The truth is, you turn into someone else
You keep running like the sky is falling
I can whisper, I can yell
But I know, yeah I know, yeah I know
I'm just talking to myself
Talking to myself
Talking to myself
But I know, yeah I know, yeah I know
I'm talking to myself"
20,sorry for now,https://www.lyrics.com//lyric/33783876/Linkin+Park/Sorry+for+Now,"Watching the wings cut through the clouds
Watching the raindrops blinking red and white
Thinking are you back on the ground
There with a fire burning in your eyes
I only halfway apologize

And I'll be sorry for now
That I couldn't be around
Sometimes things refuse to go the way we planned
Oh I'll be sorry for now
That I couldn't be around
There will be a day that you will understand
You will understand

After a while you may forget
But just in case the memories cross your mind
You couldn't know this when I left
Under the fire of your angry eyes
I never wanted to say goodbye

So I'll be sorry for now
That I couldn't be around
Sometimes things refuse to go the way we planned
Oh I'll be sorry for now
That I couldn't be around
There will be a day that you will understand
You will understand

Yeah, stop telling 'em to pump the bass up
Tried to call home but nobody would wake up
Switch your time zones can't pick the bass up
I just passed out by the time you wake up
Best things come to those who wait
And it's time to get pumped on any road you take
Don't ever have a problem make no mistake
I can't wait to come back when I'm going away

I'll be sorry for now
That I couldn't be around
There are things we have to do that we can't stand
Oh I'll be sorry for now
That I couldn't be around
There will be a day that you will understand
Oh I'll be sorry for now
That I couldn't be around
There are things we have to do that we can't stand
Oh I'll be sorry for now
That I couldn't be around
There will be a day that you will understand
You will understand
You will understand
You will understand"
21,halfway right,https://www.lyrics.com//lyric/33783875/Linkin+Park/Halfway+Right,"I scream at myself when there’s nobody else to fight
I don’t lose, I don’t win, if I’m wrong, then I’m halfway right
Used to get high with the dead end kids
Abandoned houses where the shadows live
I never been higher than I was that night
I woke up driving my car
I couldn’t see then what I see right now
The road dissolving like an an empty vow
Couldn’t remember where I’ve been that night
I knew that I took it too far

All you said to do was slow down
I remember, now I remember
All you said to do was slow down
But I was already gone

I scream at myself when there’s nobody else to fight
I don’t lose, I don’t win, if I’m wrong, then I’m halfway right
I know what I want, but It feels like I’m paralyzed
I don’t lose, I don’t win, if I’m wrong, then I’m halfway right

Told me kid you’re going way too fast
You burn too bright, you know you’ll never last
It was bullshit then, I guess it makes sense now
I woke up driving my car
Said I'd lose you if I lost control
I just laughed because what do they know?
Here I am, standing all alone
Because I took it too far

All you said to do was slow down
I remember, now I remember
All you said to do was slow down
But I was already gone

I scream at myself when there’s nobody else to fight
I don’t lose, I don’t win, if I’m wrong, then I’m halfway right
I know what I want, but It feels like I’m paralyzed
I don’t lose, I don’t win, if I’m wrong, then I’m halfway right, halfway right

I scream at myself when there’s nobody else to fight
I don’t lose, I don’t win, if I’m wrong, then I’m halfway right

I scream at myself when there’s nobody else to fight
I don’t lose, I don’t win, if I’m wrong, then I’m halfway right"
